division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;Genero/Especie;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;cucullatifolium;;;Hampe;!Racomitrium cucullatifolium Hampe;Racomitrium cucullatifolium;Especie;;0;Am 4.;Bolivia, Perú, Venezuela, Colombia y Ecuador;Bolivia, Colombia, Ecuador, Perú y Venezuela;;;;;;;;;;;;En Pittier como Rhacomitrium cucullatifolium Hampe 
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;lamprocarpum;;;(Müll. Hal.) A. Jaeger;!Racomitrium lamprocarpum (Müll. Hal.) A. Jaeger;Racomitrium lamprocarpum;Especie;;0;Am 4, Am 6, Afr 2, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;lanuginosum;;;(Hedw.) Brid.;!Racomitrium lanuginosum (Hedw.) Brid.;Racomitrium lanuginosum;Especie;;0;;Bolivia, Colombia, Ecuador, Perú;Argentina,  Bolivia,  Canadá,  China,  Chile,  Colombia,  Francia,  Costa Rica,  Ecuador,  Malvinas,  Finlandia,  Alemania,  Irlanda,  Colombia,  Groenlandia,  Mongolia,  Sur Georgia,  Japón,  Islas Kerguelen,  Nueva Zelanda,  Noruega,  Perú,  Polonia,  Rusia,  Taiwán,  Reino Unido,  Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;steerei;;;D.G. Griffin;!Racomitrium steerei D.G. Griffin;Racomitrium steerei;Especie;;1;;Venezuela;Venezuela;;;;;Venezuela;VU;A3c;León et al. 2013a;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;subsecundum;;;(Hook. & Grev. ex Harv.) Mitt.;!Racomitrium subsecundum (Hook. & Grev. ex Harv.) Mitt.;Racomitrium subsecundum;Especie;;0;;;Pantropical;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Schistidium;apocarpum;;;(Hedw.) Bruch & Schimp;!Schistidium apocarpum (Hedw.) Bruch & Schimp;Schistidium apocarpum;Especie;;0;;Colombia, Bolivia, Perú y Venezuela;Australia, Colombia, Costa Rica, Hawái, Irak, Japón, Madeira, Mongolia, Nueva Zelanda, Bolivia, Canadá, Chile, China, República Checa, Finlandia, Francia, Alemania, Grecia, Groenlandia, Irlanda, Italia, Kazakstán, Lesoto, México, Noruega, Perú, Sudáfrica, Corea del Sur, Suecia, Suiza, Taiwán, Turquía, Reino Unido, Estados Unidos y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Schistidium;rivulare;;;(Brid.) Podp.;!Schistidium rivulare (Brid.) Podp.;Schistidium rivulare;Especie;;0;Am 1, Am 2, Am 4, As 1, As 2, As 5, Austr 1, Austr 2, Eur.;;Argentina, Bolivia, Canadá, Chile, China, Colombia, Checoslovaquia, Ecuador, Kazakstán, Rusia, Estados Unidos, Taiwán. Estados Unidos, Venezuela;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;!;Braunia;laxifolia;;;Herzog;!Braunia laxifolia Herzog;Braunia laxifolia;Especie;;0;Am 4.;Venezuela y Bolivia;Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;!;Braunia;secunda;;;(Hook.) Schimp.;!Braunia secunda (Hook.) Schimp.;Braunia secunda;Especie;;0;Am 1, Am 2, Am 3, Am 4;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;!;Braunia;subincana;;;Broth;!Braunia subincana Broth;Braunia subincana;Especie;;0;Am 4, Am 5, Am 6;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;!;Hedwigia;ciliata;;;(Hedw.) P. Beauv.;!Hedwigia ciliata (Hedw.) P. Beauv.;Hedwigia ciliata;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 1, Afr 2, Afr 3, Afr 4, As 1, As 2, As 3, Austr 1, Austr 2.;;;;;;;;;;;;;;En Pittier como Hedwigia albicans Lindb.
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;;Hedwigia;nivalis;;;(C. Müll) Mitt.;Hedwigia nivalis (C. Müll) Mitt.;Hedwigia nivalis;Especie;;0;;Bolivia, Colombia, Ecuador, Perú;Argentina,  Bolivia,  Brasil,  Colombia,  Costa Rica,  Ecuador,  Perú y Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;!;Hedwigidium;integrifolium;;;(P.-Beauv.) Dixon in C. E. O. Jensen;!Hedwigidium integrifolium (P.-Beauv.) Dixon in C. E. O. Jensen;Hedwigidium integrifolium;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 4, As 3, As 4, Austr 1, Austr 2, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Hedwigiaceae;!;Hedwigidium;imberbe;;;(Sm.) Bruch & Schimp.;!Hedwigidium imberbe (Sm.) Bruch & Schimp.;Hedwigidium imberbe;Especie;;0;;Bolivia, l, República Dominicana, Chile, Colombia, Costa Rica, Guatemala, El Salvador, Ecuador, Honduras, México, Perú, Sudafrica, Reino Unido, Venezuela, Zaire (Tropicos.org);Argentina, Australia, Bolivia, Brasil, República Dominicana, Chile, Colombia, Costa Rica, Guatemala, El Salvador, Ecuador, Honduras, México, Perú, Sudáfrica, Reino Unido, Venezuela, Zaire;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Helicophyllaceae;!;Helicophyllum;torquatum;;;(Hook.) Brid.;!Helicophyllum torquatum (Hook.) Brid.;Helicophyllum torquatum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;!;Brymela;obtusifolia;;;(E.B. Bartram) W.R. Buck;!Brymela obtusifolia (E.B. Bartram) W.R. Buck;Brymela obtusifolia;Especie;;0;;Colombia;Colombia,  Costa Rica,  Panamá;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hoockeriaceae;!;Brymela;parkeriana;;;(Hook. & Grev.) W.R. Buck;!Brymela parkeriana (Hook. & Grev.) W.R. Buck;Brymela parkeriana;Especie;;0;;Colombia, Perú y Venezuela;Brasil, Colombia, Guyana, Perú, Surinam y Venezuela;;;;;;;;;; ;;En Pittier 1936 como Hookeriopsis parkeriana (Hook. & Grev.) A. Jaeger
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;!;Callicostella;galipanoana;;;(Müll. Hal.) Broth.;!Callicostella galipanoana (Müll. Hal.) Broth.;Callicostella galipanoana;Especie;;1;;Colombia (Tropicos.org);Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;!;Hookeria;acutifolia;;;Hook. & Grev.;!Hookeria acutifolia Hook. & Grev.;Hookeria acutifolia;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, As 2, As 3, As 4, Oc.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;!;Hookeriopsis;luteorufescens;;;(Besch.) A. Jaeger;!Hookeriopsis luteorufescens (Besch.) A. Jaeger;Hookeriopsis luteorufescens;Especie;;0;;;Puerto Rico, Colombia,  Islas de Barlovento,  Islas de Sotavento;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;!;Stenodictyon;pallidum;;;H.A. Crum & Steere;!Stenodictyon pallidum H.A. Crum & Steere;Stenodictyon pallidum;Especie;;0;;;Puerto Rico, Colombia,   Cuba,  Haití;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hylocomiaceae;!;Hydropogon;fontinaloides;;;(Hook.) Brid.;!Hydropogon fontinaloides (Hook.) Brid.;Hydropogon fontinaloides;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hylocomiaceae;!;Hydropogonella;gymnostoma;;;(Schimp.) Cardot ex Le Jol.;!Hydropogonella gymnostoma (Schimp.) Cardot ex Le Jol.;Hydropogonella gymnostoma;Especie;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Pleurozium;schreberi;;;(Willd. ex Brid.) Mitt.;!Pleurozium schreberi (Willd. ex Brid.) Mitt.;Pleurozium schreberi;Especie;;0;Am 1, Am 4, Am 6, As 1, As 2, As 3, As 5, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Rhytidium;rugosum;;;(Hedw.) Kindb;!Rhytidium rugosum (Hedw.) Kindb;Rhytidium rugosum;Especie;;0;Am 1, Am 2, Am 4, Afr 1, Afr 2, Afr 4, As 1, As 2, As 5, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Caribaeohypnum;polypterum;;;(Mitt.) Ando & Higuchi;!Caribaeohypnum polypterum (Mitt.) Ando & Higuchi;Caribaeohypnum polypterum;Especie;;0;Am 2, Am 3, Am 4;;;;;Terrestre;Suelo, Humus;;;;;;;;En Griffin 1975 como Hypnum polypterum (Mitt.) Broth. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Chryso-hypnum;diminutivum;;;(Hampe) W. R. Buck;!Chryso-hypnum diminutivum (Hampe) W. R. Buck;Chryso-hypnum diminutivum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;Epífito;;;;;;;;;En Pittier 1936 como Microthamnium diminutivum (Hampe) A. Jaeger y como Microthamnium thelistegum (Müll. Hal.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Chryso-hypnum;elegantulum;;;(Hook.) Hampe;!Chryso-hypnum elegantulum (Hook.) Hampe;Chryso-hypnum elegantulum;Especie;;0;Am 2, Am 4, Am 5.;;Bolivia,  Brasil. Colombia,  Paraguay;;;;;;;;;;;;En Pittier 1936 como Microthamnium elegantulum (Hook.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Ctenidiadelphus;cylindricarpus;;;(Cardot) E.B. Bartram;Ctenidiadelphus cylindricarpus (Cardot) E.B. Bartram;Ctenidiadelphus cylindricarpus;Especie;;0;;;México, Colombia, Costa Rica,  Guatemala;;;Terrestre;Suelo, Humus;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Ctenidium;malacodes;;;Mitt.;!Ctenidium malacodes Mitt.;Ctenidium malacodes;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Ectropothecium;aeruginosum;;;(Müll. Hal.) Mitt.;!Ectropothecium aeruginosum (Müll. Hal.) Mitt.;Ectropothecium aeruginosum;Especie;;0;;Colombia;Colombia,  Brasil;;;Lignícola;Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Ectropothecium;cupressoides;;;(Müll. Hal.) Mitt.;!Ectropothecium cupressoides (Müll. Hal.) Mitt.;Ectropothecium cupressoides;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Ectropothecium;leptochaeton;;;(Schwägr.) W.R. Buck;!Ectropothecium leptochaeton (Schwägr.) W.R. Buck;Ectropothecium leptochaeton;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;En Pursell 1973 y en Pittier 1936 como Ectropothecium globitheca (C. Müll.) Mitt.)
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Herzogiella;cylindricarpa;;;(Cardot) Z. Iwats.;!Herzogiella cylindricarpa (Cardot) Z. Iwats.;Herzogiella cylindricarpa;Especie;;0;Am 2, Am 4.;;Bolivia,  Costa Rica,  Colombia,  Ecuador,  Honduras,  México;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Hygrohypnum;tequendamense;;;Herzog;Hygrohypnum tequendamense Herzog;Hygrohypnum tequendamense;Especie;;0;;Colombia (Tropicos.org);Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Hygrohypnum;tequendamense;var. subfalcatum;;Herzog;Hygrohypnum tequendamense var. subfalcatum Herzog;Hygrohypnum tequendamense var. subfalcatum;Variedad;;0;;Colombia (Tropicos.org);Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Hypnum;amabile;;;(Mitt.) Hampe;!Hypnum amabile (Mitt.) Hampe;Hypnum amabile;Especie;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Hypnum;cupressiforme;;;Hedw.;!Hypnum cupressiforme Hedw.;Hypnum cupressiforme;Especie;;0;;Bolivia, Colombia, Ecuador y Perú;Australia,  Bolivia,  Canadá,  Isla Canaria,  Chile,  China,  Colombia,  República Checa,  Guatemala,  India,  Japón,  Mongolia,  Filipinas,  Ecuador,  Alemania,  Honduras,  Kazajistán,  México, Colombia, Mongolia,  Nueva Zelanda,  Pakistán,  Perú,  Polonia,  Isla de la Reunión,  Rusia,  Italia,  Sudáfrica,  Suecia,  Tanzania,  Turquía,  Uganda,  Reino Unido,  Estados Unidos y Zimbabue;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Hypnum;cupressiforme;var. lacunosum;;Brid.;Hypnum cupressiforme var. lacunosum Brid.;Hypnum cupressiforme var. lacunosum;Variedad;;0;;Bolivia, Colombia, Ecuador y Venezuela;Australia, Costa Rica, Kazakstán, Mongolia, Bolivia, Colombia, Ecuador, Polonia, Italia, Reino Unido, Estados Unidos y Venezuela;;;Terrestre, Saxícola;Suelo, Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Hypnum;lacunosum;;;(Brid.) Brid.;Hypnum lacunosum (Brid.) Brid.;Hypnum lacunosum;Especie;;0;Am 1, Am 2, Am 4, Am 6, Afr 1, Afr 2, Afr 4, As 5, Austr 1, Austr 2, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Hypnum;napoanum;;;De Not.;!Hypnum napoanum De Not.;Hypnum napoanum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Irlandiaia;robusticaulis;;;(E.B. Bartram) W.R. Buck;!Irlandiaia robusticaulis (E.B. Bartram) W.R. Buck;Irlandiaia robusticaulis;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;acutifolium;;;Irlandia;!Isopterygium acutifolium Irlandia;Isopterygium acutifolium;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;affusum;;;Mitt.;!Isopterygium affusum Mitt.;Isopterygium affusum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;plumicaule;;;(Müll. Hal.) W.R. Buck;!Isopterygium plumicaule (Müll. Hal.) W.R. Buck;Isopterygium plumicaule;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;pseudosubulatum;;;(Müll. Hal.) Paris;!Isopterygium pseudosubulatum (Müll. Hal.) Paris;Isopterygium pseudosubulatum;Especie;;0;;;Caribe;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;pygmaeocarpum;;;(Müll. Hal.) Broth.;!Isopterygium pygmaeocarpum (Müll. Hal.) Broth.;Isopterygium pygmaeocarpum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;subbrevisetum;;;(Hampe) Broth.;!Isopterygium subbrevisetum (Hampe) Broth.;Isopterygium subbrevisetum;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;tenerifolium;;;Mitt.;!Isopterygium tenerifolium Mitt.;Isopterygium tenerifolium;Especie;;0;;Bolivia, Colombia y Perú;Bolivia,  Brasil,  Puerto Rico, Colombia,  Colombia,  Colombia,  Honduras,  Estados Unidos y Perú;;;Terrestre, Lignícola;Suelo, Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Isopterygium;tenerum;;;(Sw.) Mitt.;!Isopterygium tenerum (Sw.) Mitt.;Isopterygium tenerum;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;Epífito, Lignícola;Tronco, Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;langsdorffii;;;(Hook.) Cardot;!Mittenothamnium langsdorffii (Hook.) Cardot;Mittenothamnium langsdorffii;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;En Pittier 1936 como Microthamnium langsdorffii (Hook.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;lehmannii;;;(Besch.) Cardot;!Mittenothamnium lehmannii (Besch.) Cardot;Mittenothamnium lehmannii;Especie;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;macrodontium;;;(Hornsch.) Cardot;!Mittenothamnium macrodontium (Hornsch.) Cardot;Mittenothamnium macrodontium;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;nanopolymorphum;;;(Müll. Hal.) Cardot;!Mittenothamnium nanopolymorphum (Müll. Hal.) Cardot;Mittenothamnium nanopolymorphum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;En Pittier 1936 Microthamnium nanopolymorphum (Müll. Hal.) Broth.
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Mittenothamnium;pendulinum;;;(Hampe) Cardot;Mittenothamnium pendulinum (Hampe) Cardot;Mittenothamnium pendulinum;Especie;;0;;;Guatemala;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;reduncum;;;(Schimp. ex Mitt.) Ochyra;!Mittenothamnium reduncum (Schimp. ex Mitt.) Ochyra;Mittenothamnium reduncum;Especie;;0;Am 2, Am 4, Am 5.;;Bolivia, Brasil. Colombia, Honduras, Panamá, Perú, Venezuela;;;Saxícola;Roca;;;;;;;;En Churchill et al 2000 como Hygrohypnum reduncum (Mitt.) N. Nishim. # On rocks. In kikiyu pasture, along forest edge, along streamlet. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;reptans;;;(Hedw.) Cardo;!Mittenothamnium reptans (Hedw.) Cardo;Mittenothamnium reptans;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;Saxícola, Lignícola, Epífito;Roca, Madera en descomposición, bejuco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;subobscurum;;;(Hampe) Cardot;!Mittenothamnium subobscurum (Hampe) Cardot;Mittenothamnium subobscurum;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador y Bolivia;;;;;;;;;;;;;En Pittier 1936 como Microthamnium reptans (Hedw.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;viscidulum;;;(Hampe) Cardot;!Mittenothamnium viscidulum (Hampe) Cardot;Mittenothamnium viscidulum;Especie;;0;;Venezuela, Colombia;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Mittenothamnium;volvatum;;;(Hampe) Cardot;!Mittenothamnium volvatum (Hampe) Cardot;Mittenothamnium volvatum;Especie;;0;;Venezuela, Colombia;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Phyllodon;truncatulus;;;(Müll. Hal.) W.R. Buck;!Phyllodon truncatulus (Müll. Hal.) W.R. Buck;Phyllodon truncatulus;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Platygyriella;densa;;;(Hook.) W. R: Buck;!Platygyriella densa (Hook.) W. R: Buck;Platygyriella densa;Especie;;0;Am 2, Am 4.;;Bolivia,  Brasil,  Costa Rica,  Ecuador,  Guatemala,  Honduras,  México, Colombia, Nicaragua,  Panamá,  Paraguay;;;;;;;;;;;;En Pittier 1936 como Erythrodontium pallidissimum (Müll. Hal.) Paris 
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Pseudotaxiphyllum;distichaceum;;;(Mitt.) Z. Iwats.;!Pseudotaxiphyllum distichaceum (Mitt.) Z. Iwats.;Pseudotaxiphyllum distichaceum;Especie;;0;Am 2, Am 4, As 3.;;Canadá, Honduras, Taiwán, Estados Unidos, Brasil, Colombia, Costa Rica, Ecuador, México, Reunión, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Puiggariopsis;aurifolia;;;(Mitt.) M. Menzel;!Puiggariopsis aurifolia (Mitt.) M. Menzel;Puiggariopsis aurifolia;Especie;;0;Am 2, Am 4, Am 5.;;Belice,  Brasil,  Costa Rica,  Guatemala,  Honduras  Guatemala,  Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Pylaisiella;falcata;;;Schimp.;Pylaisiella falcata Schimp.;Pylaisiella falcata;Especie;;0;Am 2, Am 4, As 2, As 3.;;;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Rhacopilopsis;trinitensis;;;(Müll. Hal.) E. Britton & Dixon;!Rhacopilopsis trinitensis (Müll. Hal.) E. Britton & Dixon;Rhacopilopsis trinitensis;Especie;;0;Am 2, Am 3, Am 4, Am 5, Afr 2, Afr 3.;;Guatemala,  Costa Rica,  Panamá,  Trinidad,  Guyana. Guayana Francesa,  Angola, Congo,  Madagascar;;;Epífito;Raíz;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Radulina;borbonica;;;(Bél.) W.R. Buck;!Radulina borbonica (Bél.) W.R. Buck;Radulina borbonica;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Taxiphyllum;taxirameum;;;(Mitt.) M. Fleisch.;!Taxiphyllum taxirameum (Mitt.) M. Fleisch.;Taxiphyllum taxirameum;Especie;;0;;;;;;Terrestre, Saxícola;Suelo, Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;!;Vesicularia;cruegeri;;;Müll. Hal.;!Vesicularia cruegeri Müll. Hal.;Vesicularia cruegeri;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;;Vesicularia;poeppigiana;;;(Hampe) H.A. Crum & Steere;Vesicularia poeppigiana (Hampe) H.A. Crum & Steere;Vesicularia poeppigiana;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hypopterygiaceae;;Vesicularia;subdenticulata;;;(Müll. Hal.) Broth.;Vesicularia subdenticulata (Müll. Hal.) Broth.;Vesicularia subdenticulata;Especie;;0;;;;;;Terrestre;Talud;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hypopterygiaceae;!;Vesicularia;vesicularis;;;(Schwägr.) Broth.;!Vesicularia vesicularis (Schwägr.) Broth.;Vesicularia vesicularis;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;Lignícola;Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Lembophyllaceae;!;Canalohypopterygium;tamariscinum;;;(Hedw.) Kruijer;!Canalohypopterygium tamariscinum (Hedw.) Kruijer;Canalohypopterygium tamariscinum;Especie;;0;;;;;;Saxícola, Epífito;Roca, Bejuco;;;;;;;;En Pittier 1936 como Hypopterygium flavescens Hampe
Bryophyta;Bryopsida;Bryidae;Hypnales;Rutenbergiaceae;!;Hypopterigium;tamarisci;;;(Sw.) Brid.;!Hypopterigium tamarisci (Sw.) Brid.;Hypopterigium tamarisci;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;Argentina, Belice, Bolivia, Brasil, Cuba, República Dominicana, Jamaica, Puerto Rico, Colombia, Costa Rica,  Ecuador, Guatemala, Honduras, Kenia, Madagascar, Mauritius, México, Nicaragua, Panamá, Paraguay, Perú, Sumatra, Uganda, Estados Unidos, Vietnam , Venezuela, Brasil y Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Lepyrodontaceae;;Orthostichella;pentasticha;;;(Brid.) W. R. Buck;Orthostichella pentasticha (Brid.) W. R. Buck;Orthostichella pentasticha;Especie;;0;Am 2, Am 3, Am 4, Am 5, Afr 2, Afr 3.;;Paraguay,  Ecuador,  Colombia,  Islas del caribe,  Brasil,  Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Leskeaceae;!;Pseudocryphaea;domingensis;;;(Spreng.) W. R. Buck;!Pseudocryphaea domingensis (Spreng.) W. R. Buck;Pseudocryphaea domingensis;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Leskeaceae;!;Lepyrodon;tomentosus;;;(Hook.) Mitt.;!Lepyrodon tomentosus (Hook.) Mitt.;Lepyrodon tomentosus;Especie;Neckera tomentosa (Hook.) Müll. Hal.;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Leskeaceae;!;Haplocladium;microphyllum;;;(Hedw.) Broth.;!Haplocladium microphyllum (Hedw.) Broth.;Haplocladium microphyllum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6 As 1, As 2, As 3, Eur.;;Venezuela, Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;!;Leskea;angustata;;;Taylor;!Leskea angustata Taylor;Leskea angustata;Especie;;0;Am 2, Am 4.;;;;;Epífito, Lignícola;Roca, Madera en descomposición;;;;;;;;En Pittier 1936 como Leskea gracillima (Taylor) Mitt.
